drug 	 gene
DB03882	ESR2
DB03884	pdh
DB03884	HAO1
DB03884	ipdC
DB03884	bacB
DB03884	pheA
DB03886	SPR
DB03886	PTS
DB03886	DHFR
DB03887	cobT
DB03888	shc
DB03889	HAGH
DB03890	CELA1
DB03891	CTSK
DB03892	NOS1
DB03893	GAPDH
DB03894	MAOB
DB03895	qacR
DB03896	PAPOLA
DB03897	tpl
DB03897	tyrA
DB03897	tpl
DB03899	HSP90AA1
DB03900	RNASE1
DB03900	TPI1
DB03900	METAP2
DB03900	bphC
DB03900	CALM1
DB03902	SRC
DB03903	ACTA1
DB03904	DHFR
DB03904	ARG1
DB03904	CA2
DB03904	CTNNB1
DB03904	yedY
DB03905	dapD
DB03906	HMOX1
DB03907	COMT
DB03908	gag-pol
DB03909	fgs
DB03909	cheA
DB03909	murC
DB03909	gntK
DB03909	purT
DB03909	INSR
DB03909	ATP2A1
DB03909	PDXK
DB03909	PGK1
DB03909	pknB
DB03909	rbsK
DB03909	buk2
DB03909	KIF1A
DB03910	NOS3
DB03911	xylA
DB03912	coaD
DB03912	coaD
DB03912	coaD
DB03915	kbl
DB03916	zipA
DB03916	zipA
DB03918	NOS3
DB03919	stxB
DB03921	TGFBR1
DB03923	COMTD1
DB03924	CSNK2A1
DB03925	CELA1
DB03925	ELANE
DB03928	CTH
DB03929	GRIN1
DB03929	GLRA1
DB03929	SERPINB3
DB03929	shp
DB03932	ITGAL
DB03933	cagA
DB03934	CYCS
DB03935	FGF2
DB03935	ANXA5
DB03936	kdsA
DB03937	kdsA
DB03937	GPI
DB03937	aroF
DB03938	cefE
DB03939	codA
DB03940	ldh
DB03940	LDHA
DB03940	LDHB
DB03940	pflB
DB03942	purR
DB03942	gpt
DB03942	purF
DB03944	TNNC1
DB03945	CRP
DB03945	ELSPBP1
DB03945	hlgB
DB03947	xylA
DB03948	IMPDH1
DB03948	IMPDH2
DB03949	nprS
DB03950	CA2
DB03951	GNPDA1
DB03951	nagB
DB03952	deoD
DB03953	NOS2
DB03955	MAN2A1
DB03956	PLCD1
DB03957	IL2
DB03958	DCPS
DB03958	L1
DB03959	FGF2
DB03959	FGF1
DB03959	HS3ST3A1
DB03959	HGF
DB03959	ANXA5
DB03961	ispF
DB03962	PGD
DB03963	TLR2
DB03963	UL80
DB03963	gag-pol
DB03963	NOS3
DB03963	COPG1
DB03963	XRCC4
DB03963	msrA
DB03964	ACO2
DB03966	gyrB
DB03967	LYZ
DB03967	pagP
DB03968	REN
DB03970	bla
DB03970	ampC
DB03970	bla
DB03971	amyM
DB03971	AMY2A
DB03973	ribH
DB03974	NOS3
DB03975	CA2
DB03975	cutA
DB03976	PRSS2
DB03976	CTRB1
DB03976	PRSS1
DB03977	CYCS
DB03977	CALM1
DB03978	YARS
DB03978	YARS
DB03978	tyrS
DB03978	pcp
DB03979	hmp
DB03980	MAPK14
DB03981	FGF2
DB03981	HS3ST3A1
DB03981	ANXA5
DB03982	PTPN1
DB03983	SUOX
DB03984	CTSS
DB03986	deoD
DB03987	DHFR
DB03988	ADCYAP1
DB03989	alsB
DB03991	HN
DB03991	nedA
DB03991	NA
DB03991	HN
DB03991	NEU2
DB03993	ilvE
DB03994	nspA
DB03994	ANXA3
DB03995	tvaII
DB03995	malE
DB03996	KIF11
DB03997	hisC
DB03997	hisC
DB03999	lip
DB04000	GRIA2
DB04001	PTPN1
DB04002	CA2
DB04003	LCK
DB04004	tgt
DB04005	UCK2
DB04006	CDK2
DB04007	folA
DB04008	PRSS1
DB04009	CYB5A
DB04010	PARP1
DB04012	FKBP1A
DB04013	PYGM
DB04014	GSK3B
DB04014	CDK5
DB04014	CDK1
DB04015	metG
DB04015	map
DB04016	CTSG
DB04016	CMA1
DB04017	MAOA
DB04018	NOS3
DB04020	ESR2
DB04021	ACHE
DB04022	xpt
DB04022	obg
DB04023	algD
DB04024	thrS
DB04027	CKM
DB04028	9
DB04029	daaA
DB04030	fabI
DB04031	phoA
DB04032	camC
DB04033	pep
DB04034	ulaD
DB04035	ampC
DB04035	bla
DB04035	blaCTX-M-14
DB04035	blaCTX-M-27
DB04036	IVD
DB04037	bla
DB04037	bla
DB04039	btuB
DB04039	ceaC
DB04039	fhuA
DB04040	eltB
DB04041	pbp
DB04042	gag-pol
DB04043	LCN2
DB04044	PYGM
DB04047	folK
DB04047	folP
DB04048	PRDX2
DB04050	MB
DB04051	tyrB
DB04052	cobT
DB04053	rhdA
DB04054	HSP90AA1
DB04055	PYGM
DB04057	ATIC
DB04058	CPA1
DB04059	PLAU
DB04062	araF
DB04062	araC
DB04063	ilvE
DB04064	snoaL
DB04065	ADH1A
DB04066	PTGR1
DB04066	hutH
DB04066	pyp
DB04066	pph
DB04067	fcbC
DB04068	NME1
DB04069	DAPK1
DB04070	eryF
DB04071	ADH1C
DB04072	ACO2
DB04073	ctxB
DB04074	BCAT2
DB04074	panB
DB04074	cefE
DB04074	leuA
DB04075	argB
DB04075	argB
DB04076	PNP
DB04079	RHO
DB04079	pilE1
DB04079	fecA
DB04080	SRC
DB04081	CA2
DB04082	frr
DB04082	frr
DB04083	CCBL1
DB04083	ODC1
DB04083	bioA
DB04083	PYGM
DB04083	AGXT
DB04083	aspC
DB04083	mdeA
DB04083	metB
DB04084	manA
DB04085	azu
DB04086	cel5A
DB04087	deoC
DB04087	deoC
DB04088	PTPN1
DB04089	CA2
DB04090	NQO1
DB04092	pepP
DB04094	FKBP1A
DB04095	punA
DB04097	galE
DB04098	PRKACA
DB04099	nadE
DB04099	nadE
DB04099	NMNAT1
DB04099	nadD
DB04099	NMNAT3
DB04099	nadE
DB04100	azu
DB04101	CDK2
DB04103	PAPS
DB04104	tag
DB04105	ADH1B
DB04106	TXNRD1
DB04107	PRSS1
DB04108	METAP2
DB04109	PRSS3
DB04112	PLA2G2A
DB04113	ADH1C
DB04114	ACHE
DB04115	BIRC5
DB04115	qacR
DB04116	lacZ
DB04117	ECHS1
DB04119	CAMK2A
DB04119	UBA1
DB04120	cobT
DB04120	catA
DB04121	ARF1
DB04122	zwf
DB04123	ampC
DB04124	tufB
DB04125	PRSS1
DB04126	CTSB
DB04126	CTSH
DB04127	rpiA
DB04128	ribH
DB04129	GRIA2
DB04130	cobT
DB04131	rdmC
DB04132	GLO1
DB04132	GSTM4
DB04132	GSTP1
DB04132	GST
DB04132	GSTA1
DB04132	GSTT2
DB04133	pbpA
DB04133	blaZ
DB04135	codA
DB04136	F2
DB04137	P2
DB04137	UCKL1
DB04137	HRAS
DB04137	RND3
DB04137	RHEB
DB04137	folE
DB04137	PFKFB1
DB04137	RAB5A
DB04137	engB
DB04137	ARF1
DB04137	mobA
DB04137	odcI
DB04137	GLUD1
DB04137	ADSSL1
DB04137	RAP2A
DB04138	nfsB
DB04139	TK
DB04140	MMP3
DB04141	CYC1
DB04141	MT-CYB
DB04141	UQCRC1
DB04141	UQCRC2
DB04141	UQCRH
DB04141	UQCRQ
DB04141	UQCRFS1
DB04141	UQCRB
DB04141	UQCR10
DB04141	SDHA
DB04141	SDHB
DB04141	SDHD
DB04141	ETFDH
DB04141	SDHC
DB04141	ABO
DB04142	PTPN1
DB04143	trpA
DB04143	trpB
DB04144	MDM2
DB04147	pufL
DB04147	pufM
DB04147	puhA
DB04147	ctaDII
DB04147	ctaC
DB04147	IGHV3-23
DB04147	pufC
DB04147	puhA
DB04147	pufL
DB04147	pufM
DB04147	puhA
DB04147	DSTN
DB04147	RHO
DB04147	cycA
DB04147	NFE2L1
DB04147	shc
DB04147	btuB
DB04147	ceaC
DB04147	fptA
DB04147	PMP2
DB04147	ompW
DB04147	tonB
DB04147	cirA
DB04147	cia
DB04147	CFL1
DB04147	glpG
DB04147	ompG
DB04147	papC
DB04147	nanC
DB04147	puhA
DB04147	pufL
DB04147	pufM
DB04147	porB
DB04147	amtB
DB04147	pbp2
DB04147	DHODH
DB04147	traO
DB04147	traF
DB04147	traN
DB04147	fecA
DB04147	fadL
DB04147	pagP
DB04147	tesB
DB04147	MAOB
DB04149	PDE4B
DB04149	PDE4D
DB04150	PAM
DB04151	ACTA1
DB04152	GRIA2
DB04153	ADH5
DB04154	zipA
DB04154	zipA
DB04155	lacZ
DB04156	CTDSP1
DB04156	ybiV
DB04156	cheY
DB04157	chiB
DB04158	folK
DB04160	ispA
DB04162	ribH2
DB04162	ribH
DB04163	DHFRL1
DB04163	DFR1
DB04164	amy
DB04165	limA
DB04166	IL4I1
DB04166	DAO
DB04167	menC
DB04168	folB
DB04169	tgt
DB04170	idi
DB04172	PLAU
DB04173	lamB
DB04174	murA
DB04175	FBP1
DB04176	cobT
DB04178	BPI
DB04178	SLC25A4
DB04179	E
DB04180	CA2
DB04182	luxS
DB04185	GATM
DB04185	OTC
DB04186	CDK2
DB04187	GSTM1
DB04188	SMOX
DB04190	gag-pol
DB04191	gag-pol
DB04194	LYZ
DB04195	PYGM
DB04196	folP
DB04197	ARG1
DB04198	deoD
DB04198	HGPRTase
DB04199	mxiM
DB04199	mxiM
DB04200	DHRS4L2
DB04201	hisS
DB04201	hisS
DB04203	CA2
DB04204	PTPN1
DB04205	topA
DB04205	nuc
DB04206	R
DB04207	AASS
DB04208	tyrB
DB04209	XIAP
DB04209	CNGA1
DB04209	KCNMA1
DB04209	qacR
DB04209	ramR
DB04209	CALM1
DB04209	KCNN3
DB04209	PRKCA
DB04209	PRKCB
DB04209	PRKCD
DB04209	PRKCE
DB04209	PRKCG
DB04209	PRKCI
DB04209	PRKCQ
DB04209	PRKCZ
DB04209	SNCA
DB04209	mshC
DB04210	ctxB
DB04212	acdS
DB04213	EPHX2
DB04214	ACP1
DB04214	DUSP23
DB04215	PRSS1
DB04216	PIK3CG
DB04216	UGT3A1
DB04216	ATP5A1
DB04216	ATP5B
DB04216	ATP5C1
DB04216	PIM1
DB04216	ttgR
DB04216	HIBCH
DB04216	fabZ
DB04216	STK17B
DB04216	ESR1
DB04216	ESR2
DB04216	NQO2
DB04216	AHR
DB04216	CYP1B1
DB04216	ACTB
DB04216	CSNK2A1
DB04216	CSNK2B
DB04216	EIF3F
DB04216	HSP90AA1
DB04216	HSPA2
DB04216	RUVBL2
DB04216	SF3B3
DB04216	UBA1
DB04216	SHBG
DB04216	CBR1
DB04216	CEBPB
DB04216	NR1I2
DB04216	HCK
DB04217	sufS
DB04217	CTH
DB04218	ADA
DB04220	fhuA
DB04221	cmaA2
DB04223	NOS3
DB04223	NOS1
DB04224	PPARA
DB04224	PPARD
DB04224	RXRA
DB04224	PPARG
DB04224	PMP2
DB04227	NA
DB04230	CS
DB04231	azu
DB04232	MMP3
DB04233	CLPS
DB04233	PNLIP
DB04233	RHO
DB04233	ompG
DB04233	ompW
DB04233	hia
DB04233	oprP
DB04233	oprD
DB04233	opdK
DB04233	papC
DB04233	ompC
DB04233	tbuX
DB04233	estA
DB04233	shc
DB04233	btuB
DB04233	opmA
DB04233	ompF
DB04233	fadL
DB04233	ompX
DB04233	ompA
DB04234	CTSK
DB04235	ABAT
DB04237	AMY1A
DB04237	clcA
DB04237	alpha-LP
DB04238	PRSS1
DB04239	tgt
DB04241	dgdA
DB04242	pobA
DB04242	ubiC
DB04242	pobA
DB04242	fcbC
DB04243	ssb
DB04244	CTSK
DB04246	PRSS1
DB04248	ganB
DB04249	CYCS
DB04250	BCHE
DB04252	pyrC
DB04253	NQO2
DB04253	nfsB
DB04254	HSP90AA1
DB04255	gag-pol
DB04256	GRM1
DB04257	lpxC
DB04257	cypC
DB04257	cyp102A1
DB04258	VDR
DB04260	PNP
DB04261	penP
DB04262	ribH
DB04263	ODC1
DB04264	purN
DB04265	tetX
DB04265	nedA
DB04265	HN
DB04267	dapB
DB04267	dapB
DB04268	LYZ
DB04269	PRSS1
DB04270	PPARG
DB04271	PDE4D
DB04272	blaNDM-1
DB04272	AKR1B1
DB04272	icd
DB04272	penP
DB04272	blm
DB04272	CS
DB04272	SRC
DB04272	RNASE1
DB04272	RNASE3
DB04272	fumC
DB04272	pgl
DB04272	IL4I1
DB04272	CTDSP1
DB04272	HGS
DB04272	ITEVIR
DB04272	12
DB04272	MDH2
DB04272	purE
DB04272	rplD
DB04272	CPB1
DB04272	bfrA
DB04272	sspA
DB04272	cit
DB04272	rtcA
DB04272	LSM6
DB04272	PLEKHA1
DB04272	fbpA
DB04272	ftsY
DB04272	nadD
DB04272	nusB
DB04272	C8G
DB04272	nrdF
DB04272	glnA1
DB04272	glnA1
DB04272	gltA
DB04272	APRT
DB04272	rmlA
DB04272	yfiH
DB04272	rpiA
DB04272	guaA
DB04272	ITPA
DB04272	17
DB04272	pcaB
DB04272	pdc
DB04273	PNMT
DB04275	SPR
DB04276	srtB
DB04276	CAPN1
DB04277	nagB
DB04278	IL2
DB04279	icd
DB04279	leuB
DB04280	CD
DB04281	DHODH
DB04282	cex
DB04282	bglA
DB04282	celB
DB04282	LCT
DB04284	proX
DB04285	PTPN1
DB04286	rbsB
DB04286	rbsD
DB04287	PLA2G2A
DB04288	CDK2
DB04289	inhA
DB04293	ampC
DB04294	nadC
DB04295	PYGM
DB04296	purF
DB04297	HDAC7
DB04297	HDAC8
DB04297	acuC1
DB04297	CASP8
DB04297	PTGER1
DB04297	PTGER2
DB04297	PTGER3
DB04297	PTGER4
DB04297	TNF
DB04299	aspC
DB04299	TPR
DB04299	aspC
DB04299	tyrB
DB04299	GOT1
DB04301	PRSS1
DB04302	kasA
DB04302	fabB
DB04303	xynC
DB04303	aguA
DB04304	bglA
DB04306	DHFRL1
DB04306	DFR1
DB04307	MAOB
DB04310	def
DB04310	def
DB04310	def1
DB04310	def2
DB04310	def
DB04310	def
DB04310	PDF
DB04310	def
DB04310	def
DB04310	def
DB04311	PRSS1
DB04312	ADH1C
DB04314	PAPS
DB04315	HRAS
DB04315	RHOA
DB04315	TGM2
DB04315	RAB11A
DB04315	purA
DB04315	ftsZ
DB04315	TGM3
DB04315	RAB8B
DB04315	ARF6
DB04315	ADSSL1
DB04315	fusA
DB04315	TUFM
DB04315	der
DB04315	gmm
DB04315	engB
DB04315	EIF2S3
DB04315	GNAI1
DB04315	ffh
DB04315	GNAT1
DB04315	tufB
DB04315	RAB9A
DB04315	NME1
DB04315	RHEB
DB04315	CDC42
DB04315	tufA
DB04315	ARF1
DB04315	EEF2
DB04315	relA
DB04315	RAP2A
DB04315	EFTUD1
DB04315	ARL1
DB04315	RAN
DB04315	RAB7A
DB04315	IRGC
DB04315	GSPT1
DB04315	RAB5A
DB04315	EEF1A1
DB04315	ARF4
DB04315	GMDS
DB04315	RALA
DB04315	tuf
DB04315	ARL5B
DB04315	rab6
DB04315	ARL3
DB04315	NME2
DB04315	gmd
DB04315	RAC1
DB04315	rsgA
DB04315	SAR1B
DB04315	Adss
DB04315	ARL5A
DB04316	CPA1
DB04317	ppc
DB04318	MMP11
DB04320	linB
DB04322	MTHFD1
DB04324	METAP1
DB04324	METAP2
DB04325	tynA
DB04325	PRSS1
DB04325	PRSS2
DB04326	ALDOA
DB04326	TPI1
DB04326	ALDOB
DB04326	fucA
DB04327	PTEN
DB04327	PROCR
DB04328	aroA
DB04328	aroA
DB04330	E2
DB04331	KIF11
DB04334	AOC3
DB04334	tynA
DB04335	PNP
DB04335	deoD
DB04336	PRSS1
DB04337	MB
DB04338	MAPK1
DB04338	MAPK14
DB04339	PLCXD3
DB04339	ST3GAL5
DB04342	bla
DB04343	glcB
DB04343	icl
DB04343	glcB
DB04343	rraA
DB04345	BLVRB
DB04346	lsrB
DB04347	aroD
DB04347	aroQ
DB04348	CEL
DB04348	NR1H4
DB04348	FABP6
DB04349	icd
DB04349	rsbQ
DB04350	CHIT1
DB04350	chiB1
DB04351	ACO2
DB04351	acnB
DB04352	rbsD
DB04352	NUDT9
DB04353	gag-pol
DB04356	HPRT1
DB04359	phnX
DB04360	ampC
DB04361	gdhB
DB04363	BLVRB
DB04365	CHRM3
DB04365	CHRM1
DB04366	NME1
DB04367	TNK2
DB04367	CLK1
DB04368	def
DB04368	PDF
DB04369	PRSS3
DB04371	CA2
DB04372	PCTP
DB04374	HAO1
DB04376	PRKCD
DB04377	HMGCR
DB04379	REN
DB04380	allC
DB04381	ALDH2
DB04382	lacZ
DB04385	cdd
DB04386	xly
DB04387	REN
DB04387	SAP2
DB04388	ansB
DB04389	FHIT
DB04391	PRSS1
DB04392	NQO1
DB04392	azoR
DB04392	nfsB
DB04393	fabI
DB04394	CA2
DB04395	GSK3B
DB04395	DTYMK
DB04395	cheA
DB04395	IGF1R
DB04395	PIM1
DB04395	dhaK
DB04395	coaA
DB04395	HK1
DB04395	purT
DB04395	LCK
DB04395	CSNK2A1
DB04395	EPHA2
DB04395	argG
DB04395	MAPK10
DB04395	metK
DB04395	murC
DB04395	mutL
DB04395	KIF2C
DB04395	ITPKA
DB04395	TOP2B
DB04395	GSS
DB04395	ispE
DB04395	PFKFB4
DB04395	aphA
DB04395	DAPK1
DB04395	arsA
DB04395	ACTA1
DB04395	argB
DB04395	gyrB
DB04395	envZ
DB04395	hslU
DB04395	EPHB2
DB04395	trwB
DB04395	CFTR
DB04395	VCP
DB04395	TRPM7
DB04395	KIF1A
DB04395	CCT3
DB04395	SRPK2
DB04395	MAPK12
DB04395	clpB
DB04395	epsE
DB04395	phoQ
DB04395	parE
DB04395	GALK1
DB04395	recA
DB04395	RAD51
DB04395	kdpB
DB04396	eltB
DB04396	lacY
DB04396	NCAN
DB04396	LGALS1
DB04397	PGM1
DB04398	putA
DB04400	PAH
DB04400	PTR1
DB04400	NOS2
DB04400	TH
DB04400	PCBD1
DB04400	folB
DB04401	prr
DB04404	CHIT1
DB04404	chiB
DB04404	chiA
DB04405	MMP12
DB04407	CDK2
DB04408	ncsA
DB04409	FGF1
DB04410	PRSS1
DB04410	PRSS2
DB04414	citA
DB04416	MMP3
DB04417	SULT1A1
DB04417	AMY2B
DB04418	ADSSL1
DB04419	PAH
DB04419	PTH
DB04419	HNF1A
DB04422	luxS
DB04422	metE
DB04424	PRSS1
DB04425	folB
DB04426	MBL2
DB04429	SHBG
DB04430	bla
DB04430	bla
DB04432	PRSS1
DB04433	chiB
DB04434	TGFBR1
DB04436	SOD2
DB04439	mgtA
DB04440	ADA
DB04441	deoD
DB04442	PRSS1
DB04444	MYH14
DB04444	recA
DB04444	argB
DB04444	GNAI1
DB04444	ATP2A1
DB04444	GNAT1
DB04444	CMPK1
DB04444	MYH11
DB04444	rbsK
DB04445	SULT2A1
DB04446	PRSS1
DB04447	thyA
DB04447	TPI1
DB04447	GSTZ1
DB04447	HMGCR
DB04447	prfA
DB04447	paiA
DB04447	acpS
DB04447	hisD
DB04447	aroE
DB04447	LGALS1
DB04447	CAMK2A
DB04447	rpmA
DB04447	ALDH1A1
DB04447	ohr
DB04447	pcaB
DB04447	TRPM7
DB04447	ugl
DB04447	moaA
DB04447	bca
DB04447	MSRA
DB04447	torD
DB04447	AXIN1
DB04447	PPIB
DB04447	ams
DB04448	ADH1C
DB04450	RHO
DB04450	fpr
DB04450	acpP
DB04450	bioI
DB04451	SAP2
DB04451	CTSV
DB04452	lef
DB04453	AMY2A
DB04454	GATM
DB04454	gag-pol
DB04454	EGF
DB04454	mrsA
DB04455	kaiB
DB04455	proX
DB04456	arsC
DB04456	arsA
DB04457	thyA
DB04457	1
DB04459	CFD
DB04460	purA
DB04461	UROD
DB04462	CSNK2A1
DB04463	CBR1
DB04464	RABGGTA
DB04464	RABGGTB
DB04464	pufC
DB04464	puhA
DB04464	pufL
DB04464	pufM
DB04464	SERPINC1
DB04464	B2M
DB04464	MT-ND1
DB04464	HLA-B
DB04464	narG
DB04464	narH
DB04464	narI
DB04464	S100G
DB04464	rub
DB04464	COX4I1
DB04464	MT-CO1
DB04464	MT-CO2
DB04464	MT-CO3
DB04464	COX5A
DB04464	COX5B
DB04464	COX6C
DB04464	COX7B
DB04464	COX7C
DB04464	COX8A
DB04464	COX6A2
DB04464	COX6B1
DB04464	COX7A1
DB04464	fmt
DB04464	S100B
DB04464	hld
DB04464	UBC
DB04464	atpH
DB04464	ulaG
DB04464	spg
DB04464	gshA
DB04464	RNASE1
DB04464	CLPP
DB04465	LGALS3
DB04465	nedA
DB04465	GLB1
DB04465	lacZ
DB04465	GLT6D1
DB04465	GLTP
DB04465	xlnA
DB04466	NR1I2
DB04467	aspC
DB04467	alr
DB04467	c-des
DB04468	TFF1
DB04468	ESRRA
DB04468	NR1I2
DB04468	SHBG
DB04468	ESR1
DB04468	ESR2
DB04468	ESRRG
DB04469	PDE4D
DB04470	PRSS1
DB04471	ESR1
DB04472	LGALS9
DB04472	hheC
DB04473	env
DB04473	IGHG1
DB04474	S100A7
DB04474	murA
DB04476	LCN2
DB04477	GAPDHS
DB04478	SORD
DB04480	TGFBR1
DB04481	metE
DB04482	kpsU
DB04482	kdsB
DB04483	manA
DB04485	tmk
DB04485	TK
DB04485	udp
DB04485	TK
DB04485	TK2
DB04485	tsx
DB04485	rmlA
DB04487	CXCL10
DB04489	CPD
DB04490	gag-pol
DB04491	DPP4
DB04491	apr
DB04491	CFB
DB04491	estB
DB04492	cslB
DB04493	FBP1
DB04493	PFKFB1
DB04493	pfkA
DB04493	PFKFB4
DB04493	GPI
DB04494	citA
DB04495	SRC
DB04496	rpiB
DB04498	asd
DB04499	hheC
DB04501	camC
DB04503	thyA
DB04505	HSP90AA1
DB04508	HN
DB04510	TPI
DB04510	gpmI
DB04510	PGAM2
DB04510	TPI1
DB04510	PGK1
DB04510	pgk/tpi
DB04511	Aaar
DB04512	LCN9
DB04513	CALM1
DB04513	TNNC1
DB04513	TNNI3
DB04514	RNASE1
DB04515	cslB
DB04516	ISYNA1
DB04517	hemC
DB04518	CDK2
DB04519	PPARA
DB04519	fabB
DB04519	tesA
DB04520	chiB
DB04520	chiB
DB04521	GSTA3
DB04522	PDPK1
DB04522	PIM1
DB04522	PRKCQ
DB04522	algC
DB04522	PYGM
DB04522	PRKACA
DB04522	spoIIAA
DB04522	pilE1
DB04522	phoA
DB04522	RHO
DB04522	SERPINB3
DB04522	xynY
DB04522	TAOK2
DB04522	KCNC4
DB04522	REG1A
DB04522	SMAD2
DB04522	glsA1
DB04522	cysG
DB04522	ptsH
DB04522	CFTR
DB04523	CTSK
DB04524	fabH
DB04525	PTPN1
DB04526	fhuA
DB04527	MASP2
DB04528	onr
DB04529	gtfD
DB04529	gtfA
DB04530	thyA
DB04530	PDE4B
DB04530	TYMS
DB04530	PRKACA
DB04530	PIM1
DB04530	ARG1
DB04530	lacZ
DB04530	icd
DB04530	SERPINB5
DB04530	malE
DB04530	hemB
DB04530	rmlC
DB04530	PDE1B
DB04530	SNX3
DB04530	licT
DB04530	CYTH2
DB04531	MGMT
DB04532	E
DB04532	cobT
DB04533	cobT
DB04534	NOS2
DB04534	NOS3
DB04537	WARS
DB04537	trpS
DB04539	CYP19A1
DB04539	aroA
DB04539	aroA
DB04540	NR1I3
DB04540	VDR
DB04540	CLEC4E
DB04540	RORA
DB04541	chiB
DB04542	NME1
DB04543	tgt
DB04544	PYGM
DB04545	cel5A
DB04545	bglA
DB04545	celA1
DB04547	gag-pol
DB04548	cslB
DB04548	hylB
DB04548	aly
DB04549	CA2
DB04551	PKLR
DB04551	glpK
DB04552	PLA2G1B
DB04552	PTGS2
DB04552	CLCNKA
DB04552	PTGS1
DB04552	PLA2G4A
DB04552	UGT1A9
DB04553	acdS
DB04554	metK
DB04555	ispF
DB04555	kpsU
DB04555	ispF
DB04555	neuA
DB04555	cmk
DB04555	rfbE
DB04556	ACHE
DB04557	PPARA
DB04557	NR1H4
DB04557	RXRA
DB04557	PTGS1
DB04559	NOS3
DB04560	ALAD
DB04560	hemB
DB04560	hemB
DB04561	nanH
DB04562	ACO2
DB04563	PRSS1
DB04564	LCT
DB04565	NA
DB04566	PYGM
DB04566	purA
DB04566	IMPDH2
DB04566	ADSSL1
DB04566	purA
DB04566	guaB
DB04566	hpt
DB04566	HGPRTase
DB04569	nprS
DB04570	pbpC
DB04570	mrcA
DB04570	mrcB
DB04570	dacB
DB04573	ESR1
DB04573	ESR2
DB04573	SHBG
DB04574	ESR1
DB04574	ESR2
DB04575	ESR1
DB04576	gyrA
DB04576	parC
DB04576	TOP2A
DB04577	DPP4
DB04578	DPP4
DB04579	CTSB
DB04581	QPCT
DB04583	DHODH
DB04585	ARG1
DB04586	thyA
DB04588	HSP90AA1
DB04590	F7
DB04591	F2
DB04592	mmoX
DB04593	F7
DB04594	HMGCL
DB04596	xly
DB04597	xly
DB04598	nbaC
DB04599	GRIA2
DB04599	GRIA3
DB04599	HTR2A
DB04599	DRD2
DB04600	CA2
DB04601	CA2
DB04602	RPL37
DB04604	GSG2
DB04604	MAPK3
DB04604	CSNK1G2
DB04606	F7
DB04607	CDK2
DB04608	WEE1
DB04609	gag-pol
DB04610	folK
DB04612	XIAP
DB04614	ACHE
DB04615	ACHE
DB04616	ACHE
DB04617	ACHE
DB04618	AMY2A
DB04619	radh
DB04620	GRIN1
DB04622	QPCT
DB04623	pol
DB04624	acma
DB04627	udp
DB04628	chiB
DB04628	chiA
DB04629	ACTA1
DB04630	NR3C1
DB04630	NR3C2
DB04631	sdhB
DB04631	sdhC
DB04631	sdhD
DB04631	sdhA
DB04632	MAPK14
DB04633	SAT1
DB04636	QPCT
DB04637	mmoX
DB04638	ATP2A1
DB04639	IGHG1
DB04639	env
DB04642	PYGM
DB04643	PYGM
DB04644	PYGM
DB04645	PYGM
DB04646	petA
DB04646	petG
DB04646	petL
DB04646	petM
DB04646	petN
DB04646	petB
DB04646	petC
DB04646	petD
DB04647	dacA
DB04647	dacA
DB04648	ARG1
DB04649	bsd
DB04651	birA
DB04652	HSD11B1
DB04652	NCOA1
DB04652	NR3C2
DB04653	CAPN1
DB04654	PRSS1
DB04654	TPSB2
DB04655	HNMT
DB04656	aroQ
DB04657	SDHA
DB04658	bglA
DB04659	LCT
DB04660	GM2A
DB04661	CD1D
DB04662	CDK2
DB04664	CYP2B6
DB04665	CYP2A6
DB04669	CDK2
DB04671	arcA
DB04672	NT5M
DB04673	F10
DB04674	EDNRA
DB04674	AKR1C1
DB04676	IGHA2
DB04677	MAOB
DB04678	ABO
DB04679	ABO
DB04680	ABO
DB04681	ABO
DB04682	TNNC2
DB04683	NR5A1
DB04685	DUT
DB04687	opdA
DB04688	IGHG2
DB04688	IGKC
DB04689	PPARG
DB04690	TOP1
DB04693	ksi
DB04695	GGPS1
DB04695	MVK
DB04695	crtM
DB04695	ispU
DB04696	thyA
DB04697	F2
DB04698	aroQ
DB04699	nagJ
DB04700	GSTK1
DB04701	GSTM2
DB04703	AURKB
DB04707	PRKACA
DB04707	PKIA
DB04707	ROCK1
DB04709	AR
DB04714	GGPS1
DB04714	ispF
DB04714	uppS
DB04714	ispH
DB04714	ispU
DB04714	FDPS
DB04715	PIM1
DB04716	DAPK3
DB04716	JAK1
DB04716	JAK3
DB04716	TYK2
DB04716	JAK2
DB04719	CSNK2A1
DB04720	CSNK2A1
DB04721	CSNK2A1
DB04722	F2
DB04723	CPB1
DB04724	ITGAL
DB04725	ALOX5
DB04725	PTGS2
DB04725	PLA2G2E
DB04727	KDR
DB04729	rpsL
DB04731	cinA
DB04732	prcB
DB04732	prcA
DB04733	ALDOA
DB04734	fccA
DB04735	psbA1
DB04736	PGLYRP3
DB04738	PPP1CC
DB04739	SRC
DB04741	UQCRC1
DB04742	dac
DB04743	PTGS2
DB04743	PLA2G2E
DB04743	LTF
DB04745	oxoO
DB04751	CSNK1G3
DB04751	RPS6KA1
DB04751	SRC
DB04752	NR5A1
DB04753	PNP
DB04754	PNP
DB04757	PNP
DB04758	F7
DB04759	MMP13
DB04760	MMP13
DB04761	MMP13
DB04762	aspC
DB04763	CA2
DB04764	TPSB2
DB04765	aspC
DB04767	F7
